ID	experiment	zoo	clutch	euthanised	days_survived	infection_status	slope_bd	bd_std.error	age_start	age_death	wt_start	wt_death	svl_start	svl_death	bc_start	bc_death	bc_change
Psco_450	2	MZ	29	1	66	1	0.627252447	0.124346662	202	268	1.14	0.756	25.02	23.39	0.04	-0.09	-0.13
Psco_347	1	TZ	13	1	51	1	1.025740934	0.213441952	289	340	0.936	0.725	22.76	21.45	-0.02	-0.1	-0.08
Psco_458	2	TZ	49	1	59	1	0.556810093	0.105470216	175	234	0.586	0.477	19.8	19.28	-0.18	-0.25	-0.07
Psco_466	2	TZ	50	0	98	1	0.085934784	0.069032627	172	270	0.463	0.526	18.5	19.55	-0.26	-0.22	0.05
Psco_363	1	TZ	16	0	98	0	0	0	291	389	1.193	1.124	23.7	24.68	0.06	0.04	-0.02
Psco_474	2	TZ	43	1	62	1	0.437291628	0.068459605	175	237	0.813	0.554	22.67	20.07	-0.07	-0.2	-0.13
Psco_371	1	TZ	11	1	64	1	0.539888843	0.06142172	303	367	1.149	0.863	23.86	22.37	0.04	-0.05	-0.09
Psco_482	2	MZ	34	1	70	1	0.435771243	0.077105653	189	259	0.906	0.628	23.81	21.34	-0.03	-0.15	-0.12
Psco_379	1	TZ	10	1	71	1	0.857752217	0.241778367	292	363	1.048	1.051	22.84	20.58	0.01	0.02	0
Psco_490	2	MZ	28	0	98	0	0	0	242	340	1.219	1.146	25.39	24.28	0.06	0.04	-0.02
Psco_194	1	TZ	16	1	46	1	0.657612191	0.073273201	291	337	1.156	0.812	23.27	23.85	0.05	-0.07	-0.11
Psco_106	1	MZ	3	0	98	0	0	0	284	382	0.963	0.918	21.86	21.71	-0.01	-0.03	-0.02
Psco_202	1	TZ	13	1	60	1	0.669130822	0.088235406	289	349	0.838	0.638	22.32	20.81	-0.06	-0.15	-0.09
Psco_114	1	MZ	4	1	56	1	0.759301493	0.298660036	271	327	0.884	0.657	22.81	20.67	-0.04	-0.14	-0.1
Psco_210	1	MZ	2	0	98	1	0.249513218	0.151584263	271	369	0.741	0.611	21.54	20.62	-0.1	-0.16	-0.07
Psco_122	1	TZ	16	1	49	1	0.227448851	0.251873106	291	340	0.832	0.642	23.29	21.66	-0.06	-0.14	-0.09
Psco_218	1	MZ	5	1	51	1	0.712144965	0.243127626	275	326	0.877	0.714	22.81	20.56	-0.04	-0.11	-0.07
Psco_130	1	MZ	8	0	98	0	0	0	271	369	1.078	0.882	23.94	24.2	0.02	-0.04	-0.06
Psco_226	1	TZ	14	1	56	1	0.661941707	0.325091892	292	348	1.03	0.795	23.71	23.12	0.01	-0.07	-0.08
Psco_138	1	TZ	9	1	49	1	0.598484586	0.022171256	296	345	0.935	0.845	23.02	22.74	-0.02	-0.05	-0.03
Psco_234	1	TZ	15	1	61	1	0.73445195	0.160406105	299	360	0.955	0.752	23.49	22.11	-0.01	-0.09	-0.08
Psco_146	1	TZ	9	1	54	1	0.716789474	0.245368404	296	350	1.004	0.781	21.8	20.7	0	-0.08	-0.08
Psco_154	1	TZ	10	1	61	1	0.557121364	0.072321443	292	353	1.183	0.776	23.92	22.64	0.05	-0.08	-0.13
Psco_251	1	MZ	4	0	98	0	0	0	271	369	0.99	0.832	22.86	23.58	0	-0.06	-0.05
Psco_162	1	TZ	9	1	62	1	0.358520839	0.091269834	296	358	0.948	0.552	23.33	21.64	-0.02	-0.19	-0.18
Psco_259	1	TZ	15	1	56	1	0.091427885	0.101781619	299	355	0.902	0.654	22.47	20.11	-0.03	-0.14	-0.11
Psco_170	1	TZ	12	0	98	1	0.262503057	0.055524162	296	394	0.781	0.735	22.63	21.95	-0.08	-0.1	-0.02
Psco_268	1	MZ	5	1	72	1	0.548472983	0.127091464	275	347	1.003	0.663	21.98	21.09	0	-0.13	-0.14
Psco_178	1	TZ	15	0	98	0	0	0	299	397	0.931	0.918	23.17	23.83	-0.02	-0.03	0
Psco_276	1	MZ	1	1	57	1	0.503573151	0.14284058	269	326	1.284	0.829	23.72	21.62	0.08	-0.06	-0.14
Psco_186	1	MZ	5	1	56	1	0.572017377	0.116968232	275	331	0.926	0.616	22.68	20.65	-0.02	-0.16	-0.14
Psco_284	1	MZ	6	1	75	1	0.454461364	0.031986585	278	353	1.066	0.659	22.8	21.41	0.02	-0.04	-0.06
Psco_292	1	TZ	10	0	98	0	0	0	292	390	1.064	0.887	24.38	23.11	0.02	-0.04	-0.01
Psco_388	1	MZ	6	1	53	1	0.854124959	0.266283578	278	331	0.975	0.66	22.45	20.15	-0.01	-0.14	-0.13
Psco_300	1	TZ	12	1	62	1	0.463510288	0.098862274	296	358	0.834	0.646	21.78	20.83	-0.06	-0.14	-0.08
Psco_308	1	MZ	1	0	98	0	0	0	269	367	1.02	0.968	23.37	22.89	0.01	-0.01	-0.02
Psco_419	2	MZ	27	1	70	1	0.336473971	0.174443468	208	278	1.182	0.924	23.99	21.51	0.05	-0.03	-0.08
Psco_316	1	MZ	3	1	76	1	0.525691445	0.089423103	284	360	0.955	0.784	22.6	21.69	-0.01	-0.08	-0.06
Psco_427	2	TZ	50	1	60	1	0.503982566	0.053889549	172	232	0.533	0.473	19.89	17.38	-0.21	-0.26	-0.05
Psco_324	1	MZ	6	1	58	1	0.632395173	0.065346235	278	336	0.784	0.678	21.51	20.12	-0.08	-0.13	-0.05
Psco_435	2	TZ	50	0	98	0	0	0	172	270	0.475	0.584	18.88	20.13	-0.25	-0.18	0.07
Psco_332	1	MZ	6	1	57	1	0.439454337	0.144521494	278	335	0.98	0.648	22.43	20.44	-0.01	-0.14	-0.14
Psco_443	2	MZ	38	1	86	1	0.415429622	0.031605881	200	286	1.212	0.808	25.02	23.19	0.06	-0.07	-0.13
Psco_340	1	TZ	12	1	51	1	0.836787405	0.345406012	296	347	0.893	0.589	22.06	20.8	-0.04	-0.17	-0.14
Psco_451	2	MZ	24	1	63	1	0.42024864	0.095915347	239	302	1.098	0.848	23.61	21.13	0.03	-0.05	-0.08
Psco_348	1	MZ	8	0	98	0	0	0	271	369	0.896	0.714	21.45	22.08	-0.04	-0.11	-0.07
Psco_459	2	TZ	53	1	84	1	0.371756843	0.062391982	161	245	0.5	0.419	19.7	17.98	-0.23	-0.3	-0.07
Psco_356	1	TZ	11	0	98	0	0	0	303	401	0.751	0.645	21.49	21.45	-0.09	-0.14	-0.05
Psco_467	2	MZ	29	0	98	0	0	0	202	300	0.882	1.062	22.71	24.09	-0.04	0.02	0.06
Psco_364	1	TZ	9	1	72	1	0.771863033	0.462388665	296	368	0.932	0.724	23.15	21.31	-0.02	-0.11	-0.08
Psco_475	2	MZ	30	1	75	1	0.476890849	0.088421521	202	277	1.293	0.782	24.75	22.6	0.08	-0.08	-0.16
Psco_372	1	MZ	4	0	98	1	0.15415137	0.05022417	271	369	0.945	0.855	22.43	21.92	-0.02	-0.05	-0.03
Psco_483	2	TZ	49	0	98	0	0	0	175	273	0.602	0.728	20.66	20.6	-0.17	-0.1	0.06
Psco_380	1	TZ	18	1	63	1	0.822426299	0.160588083	297	360	1.137	0.868	25.12	23.29	0.04	-0.04	-0.08
Psco_491	2	MZ	28	0	98	0	0	0	242	340	1.149	1.151	24.65	25.8	0.04	0.04	0
Psco_195	1	TZ	11	1	66	1	0.695339631	0.070066841	303	369	1.06	0.713	23.75	21.43	0.02	-0.11	-0.13
Psco_107	1	MZ	3	1	66	1	0.643601135	0.064920062	284	350	1.077	0.726	22.7	21.53	0.02	-0.1	-0.13
Psco_203	1	TZ	10	1	54	1	0.712131418	0.152077306	292	346	1.05	0.784	23.33	22.26	0.02	-0.08	-0.09
Psco_115	1	MZ	3	1	53	1	0.469772586	0.046293894	284	337	1.004	0.786	23.33	22.01	0	-0.08	-0.08
Psco_211	1	MZ	6	1	62	1	0.830684848	0.112963391	278	340	1.154	0.681	23.41	22.24	0.05	-0.12	-0.17
Psco_123	1	TZ	11	1	66	1	0.355300558	0.299035534	303	369	1	0.777	24.02	23.65	0	-0.08	-0.08
Psco_219	1	MZ	5	1	55	1	0.397967187	0.080497647	275	330	1.123	0.895	23.87	22.26	0.04	-0.1	-0.07
Psco_131	1	TZ	13	1	64	1	0.672755858	0.040277077	289	353	1.011	0.706	23.32	22.01	0	-0.11	-0.12
Psco_227	1	TZ	14	1	69	1	0.73395805	0.150296534	292	361	1.118	0.854	24.35	23.41	0.03	-0.05	-0.08
Psco_139	1	TZ	16	1	49	1	0.414390983	0.160082609	291	340	1.04	0.742	23.86	22.29	0.01	-0.1	-0.11
Psco_235	1	MZ	3	1	62	1	0.808250102	0.19150374	284	346	0.949	0.694	22.28	21.52	-0.02	-0.12	-0.1
Psco_147	1	MZ	6	1	56	1	0.400893302	0.383246947	278	334	0.88	0.603	21.89	21.41	-0.04	-0.17	-0.12
Psco_243	1	MZ	8	0	98	0	0	0	273	369	1.025	0.669	23.77	21.05	0.01	-0.13	-0.14
Psco_155	1	MZ	6	0	98	0	0	0	278	376	1.065	1.042	22.11	23.44	0.02	0.01	-0.01
Psco_252	1	MZ	4	1	61	1	0.481122363	0.083307482	271	332	0.928	0.639	22.79	21.18	-0.02	-0.15	-0.12
Psco_163	1	TZ	16	1	76	1	0.456401192	0.061459956	291	367	1.038	0.853	23.36	22.1	0.01	-0.05	-0.06
Psco_261	1	MZ	5	1	55	1	0.363565691	0.25412982	275	330	1.009	3.366	23.08	22.37	0	0.39	0.39
Psco_171	1	MZ	6	0	98	0	0	0	278	376	1.257	0.781	23.62	23.08	0.07	-0.08	-0.15
Psco_269	1	TZ	19	1	51	1	0.759409979	0.133978469	276	327	1.042	0.771	24.12	22.75	0.01	-0.08	-0.1
Psco_179	1	MZ	3	0	98	0	0	0	284	382	1.009	0.803	22.38	22.39	0	-0.07	-0.07
Psco_277	1	TZ	13	1	50	1	0.478682232	0.148311658	289	339	0.92	0.673	23.79	21.41	-0.03	-0.13	-0.1
Psco_187	1	TZ	18	1	65	1	0.748777265	0.168213924	297	362	1.093	0.714	23.87	21.4	0.03	-0.11	-0.14
Psco_285	1	TZ	11	1	65	1	0.529918177	0.210559612	303	368	0.968	0.74	24.43	22.97	-0.01	-0.1	-0.09
Psco_293	1	MZ	8	1	76	1	0.510721352	0.089583541	271	347	0.76	0.498	21.37	20.1	-0.09	-0.23	-0.14
Psco_389	1	TZ	17	1	43	1	1.315098446	0.19702091	276	319	1.082	0.857	24.7	23.62	0.02	-0.05	-0.07
Psco_301	1	TZ	11	1	65	1	0.704050346	0.173982976	303	368	0.957	0.727	22.98	21.6	-0.01	-0.1	-0.09
Psco_412	2	MZ	36	1	58	1	0.634931693	0.077571079	192	250	1.236	0.883	25.41	20.97	0.07	-0.04	-0.11
Psco_309	1	MZ	3	1	65	1	0.608662689	0.107950588	284	349	1.103	0.824	24.53	22.76	0.03	-0.06	-0.09
Psco_420	2	TZ	52	1	57	1	0.599616187	0.06404224	164	221	0.521	0.45	19.7	17.01	-0.22	-0.28	-0.06
Psco_317	1	MZ	2	0	98	0	0	0	271	369	1.013	0.815	22.84	23.16	0	-0.07	-0.07
Psco_428	2	TZ	50	1	74	1	0.453262234	0.056054416	172	246	0.575	0.383	18.62	17.36	-0.19	-0.34	-0.15
Psco_325	1	TZ	9	1	56	1	0.672048454	0.097655403	296	352	0.881	0.57	22.91	20.61	-0.04	-0.19	-0.15
Psco_436	2	TZ	50	1	59	1	0.277855693	0.159037852	172	231	0.533	0.374	18.94	18.94	-0.21	-0.33	-0.12
Psco_333	1	MZ	5	1	65	1	0.686097352	0.098030383	275	340	0.845	0.633	22.42	21.59	-0.05	-0.15	-0.09
Psco_444	2	TZ	54	1	70	1	0.432467658	0.060473255	170	240	0.517	0.45	20.01	17.89	-0.22	-0.28	-0.06
Psco_341	1	MZ	7	0	98	0	0	0	278	376	1.4	0.899	25.99	23.53	0.1	-0.03	-0.14
Psco_452	2	TZ	44	1	62	1	0.34912475	0.062844118	173	235	0.717	0.506	20.91	20.05	-0.11	-0.23	-0.12
Psco_349	1	TZ	12	1	63	1	0.353208723	0.069549666	296	359	0.793	0.578	21.39	20.34	-0.08	-0.18	-0.11
Psco_460	2	TZ	49	1	54	1	0.62726569	0.022250682	175	229	0.734	0.501	22.63	19.85	-0.1	-0.23	-0.13
Psco_357	1	MZ	1	0	98	0	0	0	269	367	1.054	0.649	22.63	21.61	0.02	-0.14	-0.16
Psco_468	2	TZ	50	0	98	1	-0.005664089	0.059527244	172	270	0.55	0.613	19.08	19.3	-0.2	-0.17	0.04
Psco_365	1	TZ	11	0	98	0	0	0	303	401	0.78	0.727	21.3	21.64	-0.08	-0.1	-0.02
Psco_476	2	TZ	46	1	70	1	0.390526133	0.084805335	160	230	0.563	0.379	20.09	17.86	-0.19	-0.34	-0.15
Psco_373	1	MZ	1	0	98	0	0	0	269	367	1.261	0.981	24.33	24.83	0.07	-0.01	-0.08
Psco_484	2	MZ	31	0	98	0	0	0	199	297	1.26	0.963	24.24	24.65	0.07	-0.01	-0.08
Psco_381	1	MZ	6	1	64	1	0.580519906	0.216563556	278	342	0.952	0.671	22.48	21.61	-0.02	-0.13	-0.11
Psco_492	2	MZ	25	0	98	0	0	0	208	306	1.049	1.082	22.23	23	0.02	0.03	0.01
Psco_196	1	MZ	8	0	98	0	0	0	271	369	0.869	0.777	21.98	22.31	-0.05	-0.08	-0.04
Psco_108	1	MZ	4	1	80	1	0.42925459	0.084739432	271	351	0.899	0.749	22.11	20.28	-0.03	-0.1	-0.06
Psco_204	1	TZ	15	1	58	1	0.585602184	0.099739488	299	357	0.877	0.644	22.65	21.84	-0.04	-0.14	-0.1
Psco_116	1	TZ	13	0	98	0	0	0	289	387	0.544	0.403	18.56	18.49	-0.21	-0.31	-0.1
Psco_212	1	TZ	11	0	98	0	0	0	303	401	0.984	0.9	22.12	22.46	-0.01	-0.03	-0.03
Psco_124	1	MZ	2	1	63	1	0.663398351	0.022991363	271	334	1.128	0.718	23.86	21.3	0.04	-0.11	-0.15
Psco_132	1	TZ	14	1	84	1	0.651495676	0.132327758	292	376	1.026	0.915	23.46	21.35	0.01	-0.03	-0.04
Psco_228	1	TZ	17	0	98	0	0	0	276	374	0.976	0.74	23.56	22.66	-0.01	-0.1	-0.09
Psco_140	1	TZ	19	1	61	1	0.66369571	0.192932691	276	337	1.298	0.841	25.88	22.73	0.08	-0.06	-0.14
Psco_236	1	TZ	14	1	72	1	0.469497325	0.163256441	292	364	0.933	0.835	23.55	21.52	-0.02	-0.06	-0.04
Psco_148	1	TZ	10	1	79	1	0.465357685	0.131972156	292	371	1.03	0.67	23.37	21.61	0.01	-0.13	-0.14
Psco_156	1	TZ	17	1	63	1	0.574829914	0.063661249	276	339	1.009	0.652	23.25	22.32	0	-0.14	-0.14
Psco_253	1	MZ	2	1	53	1	0.894891574	0.195230919	271	324	0.932	0.619	22.4	21.03	-0.02	-0.16	-0.13
Psco_164	1	MZ	6	0	98	0	0	0	278	376	0.961	0.739	21.64	21.9	-0.01	-0.1	-0.09
Psco_262	1	TZ	19	1	71	1	0.661524356	0.193170929	276	347	1.071	0.877	24.65	23.04	0.02	-0.04	-0.06
Psco_172	1	TZ	12	1	69	1	0.325266415	0.134927252	296	365	0.85	0.699	22.9	21.23	-0.05	-0.12	-0.07
Psco_270	1	MZ	2	0	98	1	0.117061707	0.088824356	271	369	1.083	0.943	23.67	23.67	0.03	-0.02	-0.04
Psco_180	1	MZ	5	0	98	0	0	0	275	373	1.113	0.816	23.18	23.75	0.03	-0.06	-0.1
Psco_278	1	TZ	18	1	63	1	0.423730549	0.128382974	297	360	1.205	0.893	22.67	22.26	0.06	-0.04	-0.1
Psco_188	1	MZ	6	1	60	1	0.718435236	0.130630645	278	338	1.065	0.712	23.03	23.66	0.02	-0.11	-0.13
Psco_286	1	MZ	1	0	98	0	0	0	269	367	1.071	0.956	23.54	22.24	0.02	-0.01	-0.04
Psco_294	1	TZ	10	0	98	0	0	0	292	390	1.007	0.736	24.42	23.37	0	-0.1	-0.1
Psco_390	1	TZ	10	1	56	1	0.68766411	0.150510663	292	348	0.862	0.711	22.37	20.91	-0.05	-0.11	-0.06
Psco_302	1	TZ	16	1	64	1	0.289976103	0.197774739	291	355	1.073	0.848	23.76	22.38	0.02	-0.05	-0.08
Psco_413	2	MZ	34	1	47	1	0.526585176	0.29840931	189	236	1.047	0.849	24.61	22.41	0.01	-0.05	-0.07
Psco_310	1	MZ	1	1	63	1	0.463779982	0.316014019	269	332	1.044	0.805	22.78	21.38	0.01	-0.07	-0.08
Psco_421	2	MZ	22	0	98	1	0.192147025	0.097787954	173	271	1.135	0.758	24.5	22.8	0.04	-0.09	-0.13
Psco_318	1	TZ	11	1	51	1	1.02510435	0.218309692	303	354	0.945	0.686	23.24	21.07	-0.02	-0.12	-0.11
Psco_429	2	TZ	50	1	79	1	0.376263394	0.054900142	172	251	0.498	0.48	18.82	17.73	-0.24	-0.26	-0.02
Psco_326	1	MZ	2	1	62	1	0.421464955	0.234645669	271	333	1.095	0.639	22.85	21.55	0.03	-0.15	-0.17
Psco_437	2	TZ	50	1	62	1	0.711463806	0.143997791	172	234	0.4	0.345	16.93	16.29	-0.32	-0.38	-0.06
Psco_334	1	TZ	17	1	67	1	0.55020075	0.062600028	276	343	1.135	0.831	25.07	23.33	0.04	-0.06	-0.1
Psco_445	2	MZ	24	1	84	1	0.383937689	0.100748935	239	323	1.187	0.871	24.94	22.97	0.05	-0.04	-0.1
Psco_342	1	TZ	11	1	59	1	0.595486732	0.026373312	303	362	0.963	0.645	23.05	22.31	-0.01	-0.14	-0.13
Psco_453	2	TZ	42	1	71	1	0.348234373	0.066484377	185	256	0.881	0.634	23.52	20.14	-0.04	-0.15	-0.11
Psco_350	1	TZ	14	1	63	1	0.507880053	0.118621211	292	355	1.035	0.798	23.73	22.31	0.01	-0.07	-0.08
Psco_461	2	MZ	34	1	77	1	0.361430519	0.058486841	189	266	0.994	0.783	24.25	22.01	0	-0.08	-0.08
Psco_358	1	TZ	15	1	53	1	0.617835779	0.091654235	299	352	0.961	0.692	23.21	21.88	-0.01	-0.12	-0.11
Psco_469	2	TZ	47	0	98	0	0	0	175	273	0.788	0.882	20.94	22.31	-0.08	-0.04	0.04
Psco_366	1	TZ	10	1	50	1	0.668067261	0.199166107	292	342	1.222	0.813	24.64	21.97	0.06	-0.07	-0.13
Psco_477	2	TZ	43	1	54	1	0.457427183	0.132775318	175	229	0.724	0.47	21.47	19.48	-0.11	-0.25	-0.15
Psco_374	1	TZ	19	1	50	1	0.684527881	0.216942795	276	326	0.965	0.645	24.41	21.62	-0.01	-0.14	-0.13
Psco_485	2	TZ	50	1	76	1	0.290951471	0.114509493	172	248	0.539	0.41	19.94	19.24	-0.21	-0.3	-0.1
Psco_382	1	TZ	19	1	56	1	0.665827696	0.083229705	276	332	1.011	0.675	23.92	21.95	0	-0.13	-0.13
Psco_493	2	MZ	32	0	98	0	0	0	199	297	0.915	1.006	24.62	23.31	-0.03	0	0.03
Psco_197	1	TZ	19	1	60	1	0.712549823	0.080979359	276	336	1.034	0.832	24.33	21.84	0.01	-0.06	-0.07
Psco_109	1	MZ	5	1	50	1	0.47431674	0.138325803	275	325	0.978	0.701	21.23	20.26	-0.01	-0.12	-0.11
Psco_205	1	MZ	2	0	98	0	0	0	271	369	1.036	0.85	23.2	24.42	0.01	-0.05	-0.06
Psco_117	1	MZ	2	1	56	1	0.658784646	0.290361862	271	327	1.154	0.796	23.4	20.87	0.05	-0.08	-0.12
Psco_213	1	MZ	6	0	98	0	0	0	278	376	0.968	0.751	22.75	21.69	-0.01	-0.09	-0.08
Psco_125	1	TZ	10	1	56	1	1.3307357	0.523527192	292	348	0.989	0.681	23.67	21.6	0	-0.13	-0.12
Psco_221	1	MZ	5	1	70	1	0.486150903	0.139700302	275	345	1.123	0.788	22.91	20.38	0.04	-0.08	-0.12
Psco_133	1	TZ	17	1	68	1	0.584793681	0.060017411	276	344	1.026	0.818	24.44	22.87	0.01	-0.06	-0.07
Psco_229	1	MZ	6	1	57	1	0.833352284	0.196069075	278	335	1.107	0.984	22.84	22.06	0.03	-0.01	-0.04
Psco_141	1	MZ	2	0	98	0	0	0	271	369	0.952	0.808	22.5	23.2	-0.02	-0.07	-0.05
Psco_237	1	MZ	7	1	62	1	0.867008318	0.213810747	278	340	1.172	0.808	24.4	22.01	0.05	-0.07	-0.12
Psco_149	1	TZ	17	1	53	1	0.638813637	0.022131606	276	329	1.004	0.706	23.92	23.24	0	-0.11	-0.11
Psco_246	1	TZ	16	1	66	1	0.695744014	0.10720026	291	357	1.02	0.719	24.05	22.04	0.01	-0.11	-0.11
Psco_157	1	MZ	6	0	98	1	0.304116304	0.062427141	278	376	0.931	0.827	20.73	21.8	-0.02	-0.06	-0.04
Psco_254	1	TZ	11	0	98	0	0	0	303	401	1.041	0.943	24.36	23.2	0.01	-0.02	-0.03
Psco_165	1	MZ	1	1	49	1	0.972137109	0.198938931	269	318	0.994	0.707	23.43	21.65	0	-0.11	-0.11
Psco_263	1	MZ	6	1	57	1	0.751695973	0.090634355	278	335	1.029	0.641	22.44	21.11	0.01	-0.15	-0.16
Psco_173	1	MZ	2	1	53	1	0.113896757	0.341513712	271	324	1.227	0.886	25.45	23.65	0.06	-0.04	-0.1
Psco_271	1	MZ	5	1	66	1	0.583625538	0.091888504	275	341	1.041	0.797	22.86	21.68	0.01	-0.07	-0.09
Psco_181	1	TZ	16	0	98	0	0	0	291	389	1.067	0.971	22.61	23.21	0.02	-0.01	-0.03
Psco_279	1	MZ	7	1	79	1	0.322216528	0.241255517	278	357	1.108	0.768	24.03	21.34	0.03	-0.09	-0.12
Psco_189	1	MZ	7	0	98	0	0	0	278	376	1.164	0.939	24.66	23.04	0.05	-0.02	-0.07
Psco_287	1	TZ	15	1	58	1	0.452970078	0.138163532	299	357	1.104	0.865	24.75	24.53	0.03	-0.05	-0.08
Psco_295	1	TZ	15	0	98	0	0	0	299	397	0.746	0.717	21.35	21.29	-0.1	-0.11	-0.01
Psco_391	1	TZ	14	1	43	1	0.737912641	0.049810947	292	335	0.85	0.815	23.69	23.22	-0.05	-0.07	-0.01
Psco_303	1	MZ	4	1	72	1	0.480028743	0.092723118	271	343	0.926	0.623	21.52	20.25	-0.03	-0.16	-0.13
Psco_414	2	TZ	50	1	62	1	0.872295541	0.123942981	172	234	0.625	0.425	21.17	18.85	-0.15	-0.29	-0.14
Psco_311	1	TZ	10	1	45	1	0.70931451	0.156371839	292	337	1.06	0.946	22.91	21.49	0.02	-0.02	-0.04
Psco_422	2	TZ	50	1	59	1	0.712603507	0.110975776	172	231	0.59	0.415	19.72	18.17	-0.18	-0.3	-0.13
Psco_430	2	MZ	24	1	76	1	0.313301255	0.060368258	239	315	1.07	0.759	24.15	22.72	0.02	-0.09	-0.11
Psco_327	1	TZ	13	0	98	0	0	0	289	387	1.041	0.744	23.98	23.42	0.01	-0.09	-0.11
Psco_438	2	MZ	34	1	68	1	0.416324825	0.108460175	189	257	0.94	0.83	23.68	22.9	-0.02	-0.06	-0.04
Psco_335	1	TZ	13	1	49	1	0.242204409	0.145922345	289	338	1.011	0.745	23.5	21.58	0	-0.1	-0.1
Psco_446	2	MZ	37	0	98	1	0.26829546	0.059890842	200	298	1.099	1.078	24.58	22.68	0.03	0.02	-0.01
Psco_343	1	MZ	8	1	76	1	0.522635007	0.109738159	271	347	0.933	0.742	23.62	21.41	-0.02	-0.1	-0.08
Psco_454	2	TZ	49	1	67	1	0.60070911	0.119343162	175	242	0.784	0.554	21.14	20.03	-0.08	-0.2	-0.12
Psco_351	1	MZ	7	0	98	0	0	0	278	376	1.106	0.797	23.47	22.54	0.03	-0.07	-0.1
Psco_462	2	TZ	51	1	59	1	0.419776232	0.069317008	159	218	0.718	0.518	21.63	19.39	-0.11	-0.22	-0.11
Psco_470	2	TZ	48	1	79	1	0.411532129	0.051174794	173	252	0.576	0.437	20.7	18.01	-0.18	-0.29	-0.1
Psco_367	1	MZ	1	1	37	1	1.100893571	0.411625576	269	306	1.197	0.898	23.3	23.54	0.06	-0.03	-0.09
Psco_478	2	MZ	22	1	61	1	0.615868173	0.063432675	173	234	1.242	0.772	24.92	21.21	0.07	-0.08	-0.15
Psco_375	1	MZ	3	1	50	1	0.826724575	0.163579999	284	334	0.756	0.542	20.93	19.62	-0.09	-0.21	-0.11
Psco_486	2	MZ	39	0	98	0	0	0	206	304	0.842	1.112	21.69	22.61	-0.06	0.03	0.09
Psco_383	1	MZ	5	0	98	0	0	0	275	373	0.064	0.835	21.18	22.11	-0.9	-0.06	0.84
Psco_494	2	MZ	40	1	68	1	0.502896659	0.081219057	202	270	1.117	0.905	24.63	21.78	0.03	-0.03	-0.07
Psco_198	1	TZ	16	1	49	1	0.621372235	0.050342119	291	340	0.831	0.677	21.99	21.21	-0.06	-0.13	-0.07
Psco_110	1	TZ	9	0	98	0	0	0	296	394	1.066	0.967	23.99	25.29	0.02	-0.01	-0.03
Psco_206	1	MZ	3	1	64	1	0.746143348	0.166827238	284	348	0.861	0.633	22.35	21.26	-0.05	-0.15	-0.1
Psco_118	1	MZ	8	0	98	1	0.315800775	0.040272111	271	369	0.891	0.6	22.19	20.37	-0.04	-0.17	-0.13
Psco_214	1	TZ	20	1	72	1	0.603401336	0.056413947	289	361	0.991	0.745	22.99	21.26	0	-0.1	-0.09
Psco_126	1	TZ	11	1	53	1	0.098324847	0.090195711	303	356	0.943	0.708	23.22	22.12	-0.02	-0.11	-0.09
Psco_222	1	MZ	4	0	98	0	0	0	271	369	0.929	0.843	23.98	23.5	-0.02	-0.05	-0.03
Psco_134	1	MZ	8	1	53	1	0.439293686	0.159331278	271	324	1.093	0.78	23.17	20.34	0.03	-0.08	-0.11
Psco_230	1	MZ	5	1	57	1	0.867959624	0.226430297	275	332	1.137	0.436	22.33	20.29	0.04	-0.28	-0.32
Psco_142	1	TZ	16	1	61	1	0.422822899	0.042225933	291	352	1.211	0.851	24.4	22.83	0.06	-0.05	-0.11
Psco_238	1	TZ	17	1	53	1	0.729939787	0.108070251	276	329	1.092	0.65	24.42	21.83	0.03	-0.14	-0.17
Psco_150	1	MZ	5	1	62	1	0.57037465	0.102709128	275	337	0.85	0.615	21.57	21.53	-0.05	-0.16	-0.11
Psco_247	1	TZ	13	0	98	0	0	0	289	387	0.915	0.84	22.69	23.13	-0.03	-0.06	-0.03
Psco_158	1	MZ	1	1	48	1	1.071017366	0.348988753	269	317	1.059	0.755	23.18	21.34	0.02	-0.09	-0.11
Psco_255	1	TZ	9	0	98	0	0	0	296	394	1.123	0.903	24.28	23.98	0.04	-0.03	-0.07
Psco_166	1	MZ	5	1	51	1	1.03246401	0.127981555	275	326	0.946	0.669	23.08	21.82	-0.02	-0.13	-0.11
Psco_264	1	MZ	4	1	62	1	0.67764594	0.13812504	271	333	0.867	0.635	22.04	21.97	-0.05	-0.15	-0.1
Psco_174	1	MZ	4	1	80	1	0.537522351	0.127049485	271	351	1.024	0.85	23.29	22.65	0.01	-0.05	-0.06
Psco_272	1	MZ	4	1	63	1	0.534179395	0.1385753	271	334	0.772	0.535	20.61	18.22	-0.09	-0.22	-0.13
Psco_182	1	MZ	4	0	98	0	0	0	271	369	1.069	0.938	24.19	23.76	0.02	-0.02	-0.04
Psco_280	1	MZ	6	0	98	1	0.442705256	0.146110973	278	376	1.096	0.745	24.91	22.08	0.03	-0.1	-0.12
Psco_190	1	MZ	8	1	76	1	0.54720251	0.052410681	271	347	0.901	0.693	23.1	20.91	-0.03	-0.12	-0.09
Psco_288	1	MZ	4	1	62	1	0.414250915	0.079791404	271	333	0.871	0.692	22.25	21.64	-0.04	-0.12	-0.08
Psco_296	1	TZ	14	1	74	1	0.482078526	0.097326561	292	366	0.791	0.614	21.32	19.5	-0.08	-0.16	-0.09
