ID	experiment	zoo	clutch	euthanised	days_survived	infection_status	slope_bd	bd_std.error	age_start	age_death	wt_start	wt_death	svl_start	svl_death	bc_start	bc_death	bc_change
Psco_392	1	MZ	3	1	57	1	0.864796272	0.151499449	284	341	0.926	0.674	22.54	21.26	-0.02	-0.13	-0.1
Psco_304	1	TZ	11	0	98	0	0	0	303	401	0.972	0.907	22.96	23.41	-0.01	-0.03	-0.02
Psco_312	1	MZ	2	0	98	0	0	0	271	369	1.156	0.843	24.26	22.66	0.05	-0.05	-0.1
Psco_423	2	TZ	50	0	98	1	0.22800801	0.028073587	172	270	0.617	0.511	20.55	19.05	-0.16	-0.23	-0.07
Psco_431	2	MZ	27	1	86	1	0.417307371	0.100766345	208	294	1.166	0.788	25.67	22.46	0.05	-0.08	-0.12
Psco_328	1	TZ	13	1	91	1	1.1932586	0.190013018	289	380	0.913	0.519	22.15	20.33	-0.03	-0.22	-0.19
Psco_439	2	TZ	53	1	60	1	0.437530512	0.110436352	161	221	0.548	0.464	20.04	17.88	-0.2	-0.27	-0.07
Psco_447	2	MZ	36	1	84	1	0.174692408	0.085694209	192	276	1.181	1.002	24.61	23.14	0.05	0	-0.05
Psco_344	1	TZ	15	1	64	1	0.343309303	0.126099966	299	363	0.948	0.724	22.47	21.49	-0.02	-0.11	-0.09
Psco_455	2	MZ	39	1	67	1	0.446893658	0.076819926	206	273	1.158	0.713	24.51	22.7	0.05	-0.11	-0.15
Psco_352	1	TZ	13	1	71	1	0.694980031	0.158172854	289	360	1.012	0.739	23.31	21.66	0	-0.1	-0.1
Psco_463	2	TZ	44	0	98	1	0.253950603	0.062755861	173	271	0.578	0.656	19.34	18.68	-0.19	-0.14	0.04
Psco_360	1	MZ	6	1	53	1	0.770886495	0.080637433	278	331	1.041	0.748	24.67	22.35	0.01	-0.09	-0.11
Psco_471	2	TZ	53	1	62	1	0.513991734	0.110560195	161	223	0.531	0.404	19.77	17.84	-0.21	-0.31	-0.1
Psco_368	1	MZ	6	0	98	0	0	0	278	376	0.894	0.77	22.36	22.23	-0.04	-0.08	-0.05
Psco_479	2	MZ	35	1	42	1	0.787467865	0.217983931	189	231	0.962	0.893	23.67	21.71	-0.01	-0.04	-0.02
Psco_376	1	MZ	6	1	69	1	0.742563132	0.188049657	278	347	0.871	0.631	21.63	21.45	-0.04	-0.15	-0.11
Psco_487	2	MZ	40	1	49	1	0.543612936	0.113323983	202	251	1.081	0.909	24.71	22.26	0.02	-0.03	-0.06
Psco_384	1	MZ	2	1	42	1	0.772948057	0.166441619	271	313	0.953	0.707	23.13	21.33	-0.02	-0.11	-0.1
Psco_495	2	MZ	27	0	98	0	0	0	208	306	1.001	0.925	23.92	24.55	0	-0.02	-0.02
Psco_990	3	TZ	52	1	94	1	0.266195093	0.052329522	279	373	0.796	0.786	21.54	21.45	-0.07	-0.08	0
Psco_902	3	MZ	36	0	98	0	0	0	307	405	1.35	0.861	27.43	24.59	0.09	-0.05	-0.14
Psco_998	3	TZ	42	1	76	0	0	0	300	376	0.707	0.458	22.24	19.56	-0.11	-0.26	-0.15
Psco_910	3	TZ	44	0	98	1	0.370363187	0.063887485	288	386	0.858	0.796	22.62	22.03	-0.05	-0.07	-0.02
Psco_1006	3	TZ	50	0	98	0	0	0	287	385	0.477	0.396	18.7	19.27	-0.25	-0.31	-0.06
Psco_918	3	TZ	50	0	98	0	0	0	287	385	0.763	0.557	17.3	22.67	-0.09	-0.19	-0.09
Psco_1014	3	TZ	44	1	69	1	0.395186134	0.133339524	288	357	0.67	0.667	21.68	20.96	-0.13	-0.13	0
Psco_926	3	TZ	44	1	66	1	0.667278593	0.147544099	288	354	0.963	0.885	23.22	23.02	-0.01	-0.04	-0.03
Psco_1022	3	TZ	42	1	70	1	0.446652915	0.096612275	300	370	0.853	0.633	23.79	20.92	-0.05	-0.15	-0.1
Psco_1030	3	TZ	46	1	62	1	0.500249251	0.168327096	275	337	0.878	0.694	23.39	22.95	-0.04	-0.12	-0.08
Psco_942	3	TZ	50	1	48	1	0.869463434	0.100991609	287	335	0.822	0.668	22.6	22.09	-0.06	-0.13	-0.07
Psco_1038	3	TZ	48	1	74	1	0.276682304	0.283587461	288	362	0.775	0.514	23.36	20.44	-0.08	-0.22	-0.14
Psco_950	3	TZ	50	0	98	0	0	0	287	385	0.632	0.678	20.3	20.96	-0.15	-0.13	0.02
Psco_1046	3	TZ	48	0	98	1	0.147359838	0.036472705	288	386	0.991	0.883	22.93	22.73	0	-0.04	-0.04
Psco_958	3	TZ	44	1	62	1	0.504647165	0.156004704	288	350	0.825	0.778	22.26	20.5	-0.06	-0.08	-0.02
Psco_1054	3	TZ	49	1	88	1	0.283245061	0.064632967	290	378	0.926	0.726	24.6	21.34	-0.02	-0.1	-0.08
Psco_966	3	TZ	41	0	98	0	0	0	261	359	1.214	1.238	25.85	25.42	0.06	0.07	0.01
Psco_974	3	TZ	50	0	98	0	0	0	287	385	0.723	0.604	21.8	21.48	-0.11	-0.16	-0.06
Psco_982	3	TZ	44	0	98	1	0.124198356	0.107281363	288	386	0.713	0.66	21.92	21.79	-0.11	-0.13	-0.03
Psco_895	3	MZ	36	0	98	0	0	0	307	405	1.369	1.272	26.14	26.92	0.1	0.07	-0.02
Psco_991	3	TZ	50	0	98	1	0.018316308	0.074910524	287	385	0.804	0.754	22.63	23.23	-0.07	-0.09	-0.02
Psco_903	3	MZ	27	1	61	1	0.416989899	0.164809819	323	384	1.132	0.757	25.64	23.08	0.04	-0.09	-0.13
Psco_999	3	TZ	49	1	57	1	0.799104976	0.19357868	290	347	0.836	0.625	26.43	21.93	-0.05	-0.15	-0.1
Psco_911	3	TZ	46	1	89	1	0.426088564	0.061902132	275	364	0.683	0.692	20.74	21.14	-0.13	-0.12	0.01
Psco_1007	3	TZ	49	1	51	1	0.477067291	0.085554475	290	341	0.709	0.75	20.77	22.44	-0.11	-0.09	0.02
Psco_919	3	TZ	49	1	75	1	0.384084717	0.057418976	290	365	0.939	0.846	23.63	23.92	-0.02	-0.05	-0.03
Psco_1015	3	TZ	44	0	98	1	0.18571984	0.066974646	288	386	0.63	0.624	20.38	20.11	-0.15	-0.16	0
Psco_927	3	TZ	52	0	98	0	0	0	279	377	0.763	0.669	22	21.41	-0.09	-0.13	-0.04
Psco_1023	3	TZ	50	0	98	0	0	0	287	385	0.737	0.875	22.5	21.63	-0.1	-0.04	0.05
Psco_935	3	TZ	42	0	98	1	0.141825692	0.039459783	300	398	0.786	0.677	21.89	20.5	-0.08	-0.13	-0.05
Psco_1031	3	TZ	44	0	98	0	0	0	288	386	0.965	0.694	24.98	22.63	-0.01	-0.12	-0.11
Psco_943	3	TZ	49	0	98	0	0	0	290	388	0.734	0.674	21.57	21.46	-0.1	-0.13	-0.03
Psco_1039	3	TZ	54	1	76	1	0.352635933	0.05163772	285	361	0.796	0.68	22.23	22.5	-0.07	-0.12	-0.05
Psco_951	3	TZ	42	0	98	0	0	0	300	398	0.797	0.757	22.31	21.04	-0.07	-0.09	-0.02
Psco_1047	3	TZ	44	0	98	1	0.31689775	0.052377486	288	386	0.69	0.653	22.25	22.42	-0.12	-0.14	-0.02
Psco_959	3	TZ	49	1	60	1	0.703977881	0.1238051	290	350	0.749	0.646	21.57	21.28	-0.09	-0.14	-0.05
Psco_1055	3	TZ	50	1	61	1	0.534764624	0.065689377	287	348	0.807	0.577	21.7	20.43	-0.07	-0.18	-0.11
Psco_967	3	TZ	43	1	69	1	0.531197717	0.041720049	290	359	1.172	1.222	25.67	26.04	0.05	0.06	0.01
Psco_975	3	TZ	50	1	92	1	0.285071827	0.05447797	287	379	0.7	0.603	20.63	21.59	-0.12	-0.16	-0.05
Psco_983	3	TZ	50	0	98	0	0	0	287	385	0.757	0.599	21.93	22.33	-0.09	-0.17	-0.07
Psco_896	3	MZ	35	0	98	0	0	0	304	402	0.972	0.76	22.79	23.32	-0.01	-0.09	-0.08
Psco_992	3	TZ	50	1	75	1	0.421708591	0.282205103	287	362	0.786	0.604	21.27	20.2	-0.08	-0.17	-0.09
Psco_904	3	MZ	34	1	69	1	0.364848299	0.075936993	304	373	1.061	0.733	26.37	23.68	0.02	-0.1	-0.12
Psco_1000	3	TZ	49	1	66	1	0.495142264	0.07878088	290	356	0.981	0.737	24.2	22.91	-0.01	-0.1	-0.09
Psco_912	3	TZ	48	0	98	0	0	0	288	386	0.814	0.8	23.31	23.61	-0.07	-0.07	-0.01
Psco_1008	3	TZ	50	1	56	1	0.716940401	0.052004121	287	343	0.629	0.466	20.7	19.17	-0.15	-0.26	-0.11
Psco_920	3	TZ	51	1	65	1	0.715385506	0.127255464	274	339	1.012	0.616	22.71	20.7	0	-0.16	-0.16
Psco_1016	3	TZ	49	1	60	1	0.745724755	0.034202023	290	350	0.713	0.48	22.2	19.58	-0.11	-0.25	-0.14
Psco_928	3	TZ	51	0	98	0	0	0	274	372	0.998	1.005	23.97	23.9	0	0	0
Psco_1024	3	TZ	50	1	54	1	0.632376943	0.157484915	287	341	0.575	0.511	21.13	20.08	-0.18	-0.22	-0.04
Psco_936	3	TZ	50	0	98	1	0.133570181	0.038525201	287	385	0.771	0.801	17	22.28	-0.09	-0.07	0.02
Psco_1032	3	TZ	53	0	98	0	0	0	276	374	0.57	0.485	19.67	17.69	-0.19	-0.25	-0.06
Psco_944	3	TZ	49	0	98	1	0.085190823	0.056042079	290	388	0.691	0.745	21.93	21.41	-0.12	-0.1	0.02
Psco_1040	3	TZ	50	1	89	1	0.262297901	0.051746791	287	376	0.719	0.666	21.47	21.78	-0.11	-0.13	-0.02
Psco_952	3	TZ	48	1	91	1	0.287780665	0.081718121	288	379	0.933	0.718	23.8	21.88	-0.02	-0.11	-0.09
Psco_1048	3	TZ	45	0	98	0	0	0	297	395	0.903	0.888	22.59	24.46	-0.03	-0.04	0
Psco_960	3	TZ	42	1	88	1	0.796077222	0.098102228	300	388	0.767	0.759	21.75	22.37	-0.09	-0.09	0
Psco_1056	3	TZ	42	0	98	0	0	0	300	398	0.851	0.702	23.81	21.78	-0.05	-0.11	-0.06
Psco_968	3	TZ	54	0	98	0	0	0	285	383	0.723	0.68	21	22.27	-0.11	-0.12	-0.02
Psco_976	3	TZ	53	0	98	0	0	0	276	374	0.619	0.517	22.13	21.6	-0.15	-0.21	-0.06
Psco_984	3	TZ	42	0	98	0	0	0	300	398	0.747	0.647	22.64	21.22	-0.09	-0.14	-0.05
Psco_897	3	MZ	31	1	64	1	0.52242805	0.094062066	314	378	1.137	0.758	25.83	22.93	0.04	-0.09	-0.13
Psco_993	3	TZ	48	1	58	1	0.520257976	0.093996332	288	346	0.828	0.715	21.65	22.63	-0.06	-0.11	-0.05
Psco_905	3	MZ	29	0	98	0	0	0	317	415	1.115	0.728	25.38	22.86	0.03	-0.1	-0.14
Psco_1001	3	TZ	52	1	57	1	0.591395192	0.146449494	279	336	0.859	0.559	24.02	21.5	-0.05	-0.19	-0.14
Psco_913	3	TZ	50	0	98	0	0	0	287	385	0.561	0.681	18.63	20.51	-0.2	-0.13	0.07
Psco_1009	3	TZ	49	1	63	1	0.594468877	0.085565317	290	353	0.755	0.8	22.57	22.62	-0.09	-0.07	0.02
Psco_921	3	TZ	53	1	62	1	0.6113882	0.14837668	276	338	0.603	0.601	20.5	21.68	-0.17	-0.17	0
Psco_1017	3	TZ	50	0	98	0	0	0	287	385	0.732	0.646	21	21.62	-0.1	-0.14	-0.04
Psco_929	3	TZ	43	1	68	1	0.346231269	0.147819747	290	358	1.057	1.099	25.55	24.49	0.02	0.03	0.01
Psco_1025	3	TZ	42	1	65	1	0.687627679	0.135388487	300	365	0.904	0.606	23.71	20.91	-0.03	-0.16	-0.13
Psco_937	3	TZ	50	0	98	0	0	0	287	385	0.577	0.388	15.4	18.95	-0.2	-0.32	-0.12
Psco_1033	3	TZ	45	0	98	0	0	0	297	395	0.786	0.63	22.6	20.2	-0.08	-0.15	-0.08
Psco_945	3	TZ	42	0	98	0	0	0	300	398	0.704	0.716	21.72	22.32	-0.11	-0.11	0.01
Psco_1041	3	TZ	42	0	98	1	-0.035212525	0.093906524	300	398	0.802	0.585	22.55	20.55	-0.07	-0.18	-0.11
Psco_953	3	TZ	41	0	98	0	0	0	261	359	1.294	1.171	25.89	26.54	0.08	0.05	-0.03
Psco_1049	3	TZ	49	0	98	0	0	0	290	388	0.901	0.65	24.2	22.58	-0.03	-0.14	-0.11
Psco_961	3	TZ	50	1	88	1	0.504518187	0.143208941	287	375	0.693	0.539	21.77	19.87	-0.12	-0.21	-0.09
Psco_1057	3	TZ	54	0	98	1	0.209152574	0.066920138	285	383	0.691	0.769	22.17	21.96	-0.12	-0.09	0.03
Psco_985	3	TZ	52	0	98	0	0	0	279	377	0.907	0.89	24.64	24.01	-0.03	-0.04	-0.01
Psco_898	3	MZ	40	0	98	0	0	0	317	415	1	0.897	25.13	23.58	0	-0.03	-0.03
Psco_994	3	TZ	50	0	98	0	0	0	287	385	0.735	0.588	22.13	20.72	-0.1	-0.18	-0.08
Psco_906	3	MZ	29	0	98	0	0	0	317	415	0.776	0.958	24.98	23.62	-0.08	-0.01	0.07
Psco_1002	3	TZ	46	1	60	1	0.655351191	0.137650538	275	335	0.721	0.703	22	20.78	-0.11	-0.12	-0.01
Psco_914	3	TZ	52	1	85	1	0.435674054	0.109771396	279	364	0.845	0.751	22.49	22.41	-0.05	-0.09	-0.04
Psco_1010	3	TZ	46	0	98	1	0.295670613	0.07144253	275	373	0.851	0.67	22.59	22.16	-0.05	-0.13	-0.08
Psco_922	3	TZ	50	1	60	1	0.532924495	0.145274436	287	347	0.585	0.524	15.63	20.1	-0.2	-0.22	-0.02
Psco_1018	3	TZ	42	1	55	1	1.033125761	0.094359781	300	355	0.932	0.651	23.3	21.39	-0.02	-0.14	-0.12
Psco_930	3	TZ	53	0	98	0	0	0	276	374	0.648	0.64	20.57	21.52	-0.14	-0.15	0
Psco_1026	3	TZ	49	0	98	1	0.20481069	0.042916253	290	388	0.688	0.503	21.93	20.45	-0.12	-0.23	-0.11
Psco_938	3	TZ	44	1	67	1	0.430110521	0.128832646	288	355	0.846	0.797	22.81	21.83	-0.05	-0.07	-0.02
Psco_1034	3	TZ	42	1	88	1	0.434763625	0.051406948	300	388	0.673	0.527	20.17	17.87	-0.13	-0.22	-0.09
Psco_946	3	TZ	53	0	98	0	0	0	276	374	0.868	0.562	22.67	20.76	-0.05	-0.19	-0.14
Psco_1042	3	TZ	45	1	74	1	0.560826897	0.204503174	297	371	0.787	0.696	22.66	22.23	-0.08	-0.12	-0.04
Psco_954	3	TZ	48	1	81	1	0.408161511	0.067861596	288	369	0.807	0.812	22.74	22.37	-0.07	-0.07	0
Psco_1050	3	TZ	53	0	98	0	0	0	276	374	0.804	0.513	22.93	20.81	-0.07	-0.22	-0.15
Psco_962	3	TZ	45	0	98	0	0	0	297	395	0.966	0.873	24.29	23.33	-0.01	-0.04	-0.03
Psco_1058	3	TZ	50	1	57	1	0.478677829	0.132618585	287	344	0.76	0.718	22.63	22.69	-0.09	-0.11	-0.02
Psco_970	3	TZ	47	1	66	1	0.412620085	0.115860081	290	356	0.98	0.677	24.27	21.42	-0.01	-0.13	-0.12
Psco_978	3	TZ	50	1	63	1	0.480610596	0.107650367	287	350	0.571	0.565	19.93	21.16	-0.19	-0.19	0
Psco_986	3	TZ	51	1	86	1	0.674883612	0.055168579	274	360	1.036	0.951	25.03	25.08	0.01	-0.02	-0.03
Psco_899	3	MZ	32	1	89	1	0.560674098	0.105884372	314	403	1.216	1.089	26.26	23.58	0.06	0.03	-0.03
Psco_995	3	TZ	44	1	52	1	0.472295407	0.178684382	288	340	0.514	0.562	19.1	19.67	-0.23	-0.19	0.03
Psco_907	3	MZ	21	0	98	0	0	0	333	431	1.225	0.898	27.02	23.17	0.06	-0.03	-0.1
Psco_1003	3	TZ	52	0	98	0	0	0	279	377	0.79	0.763	23.55	23.42	-0.07	-0.09	-0.01
Psco_915	3	TZ	54	0	98	1	0.010718164	0.058873719	285	383	0.832	0.831	21.57	23.38	-0.06	-0.06	0
Psco_1011	3	TZ	42	0	98	0	0	0	300	398	0.896	0.633	22.13	20.5	-0.04	-0.15	-0.12
Psco_923	3	TZ	44	0	98	0	0	0	288	386	0.629	0.399	20.36	18.43	-0.15	-0.32	-0.16
Psco_1019	3	TZ	47	1	60	1	0.92852109	0.070650477	290	350	1.177	0.777	26.42	23.64	0.05	-0.08	-0.13
Psco_931	3	TZ	49	0	98	0	0	0	290	388	0.799	0.621	22.5	21.48	-0.07	-0.16	-0.08
Psco_1027	3	TZ	54	0	98	0	0	0	285	383	0.72	0.664	22.07	23.47	-0.11	-0.13	-0.02
Psco_939	3	TZ	46	0	98	0	0	0	275	373	0.763	0.518	21.89	19.48	-0.09	-0.22	-0.13
Psco_1035	3	TZ	51	0	98	0	0	0	274	372	0.943	0.681	23.88	22.2	-0.02	-0.12	-0.11
Psco_947	3	TZ	54	0	98	0	0	0	285	383	0.73	0.539	22.47	20.8	-0.1	-0.2	-0.1
Psco_1043	3	TZ	44	1	58	1	0.508884899	0.124621073	288	346	0.982	0.891	23.75	23.86	-0.01	-0.04	-0.03
Psco_955	3	TZ	45	1	86	1	0.277973891	0.203830229	297	383	1.007	0.954	24.53	24.13	0	-0.01	-0.02
Psco_963	3	TZ	49	0	98	0	0	0	290	388	0.899	0.72	22.93	21.19	-0.03	-0.11	-0.07
Psco_971	3	TZ	42	1	66	1	0.49838215	0.103025553	300	366	0.691	0.51	20.51	19.36	-0.12	-0.23	-0.1
Psco_979	3	TZ	54	1	62	1	0.482738217	0.126484268	285	347	0.637	0.607	20.93	21.61	-0.15	-0.16	-0.01
Psco_987	3	TZ	53	0	98	0	0	0	276	374	0.629	0.656	21.03	21.78	-0.15	-0.14	0.02
Psco_900	3	MZ	34	0	98	0	0	0	304	402	0.966	0.831	24.28	23.92	-0.01	-0.06	-0.05
Psco_996	3	TZ	50	1	82	1	0.237118248	0.117454035	287	369	0.709	0.864	21.7	21.9	-0.11	-0.05	0.06
Psco_908	3	MZ	36	1	57	1	0.57215239	0.190993017	307	364	0.612	0.45	21.94	20.41	-0.16	-0.26	-0.11
Psco_1004	3	TZ	50	1	69	1	0.567577252	0.130039693	287	356	0.619	0.692	21.63	22.7	-0.16	-0.12	0.04
Psco_916	3	TZ	50	1	92	1	0.400081845	0.087354278	287	379	0.555	0.614	19.33	19.97	-0.2	-0.16	0.04
Psco_1012	3	TZ	50	1	64	1	0.475286066	0.066986485	287	351	0.623	0.684	21.57	21.08	-0.15	-0.12	0.03
Psco_924	3	TZ	48	0	98	1	0.266254462	0.104668427	288	386	0.881	0.855	23.44	22.96	-0.04	-0.05	-0.01
Psco_1020	3	TZ	46	1	69	1	0.364620281	0.207445833	275	344	0.704	0.532	21.1	19.4	-0.12	-0.21	-0.1
Psco_932	3	TZ	50	1	69	1	0.659832222	0.07032939	287	356	0.811	0.871	17.97	23.47	-0.07	-0.04	0.03
Psco_1028	3	TZ	46	0	98	0	0	0	275	373	0.784	0.566	21.87	20.53	-0.08	-0.19	-0.11
Psco_940	3	TZ	46	1	80	1	0.377767904	0.120279902	275	355	0.823	0.864	23.39	22.99	-0.06	-0.05	0.02
Psco_1036	3	TZ	48	0	98	0	0	0	288	386	0.931	0.791	22.8	21.62	-0.02	-0.08	-0.05
Psco_948	3	TZ	50	0	98	0	0	0	287	385	0.647	0.643	20.97	21.2	-0.14	-0.14	0
Psco_1044	3	TZ	47	1	90	1	0.324229057	0.056765732	290	380	1.058	0.99	24.68	25.6	0.02	0	-0.02
Psco_956	3	TZ	50	1	57	1	0.543467055	0.069210886	287	344	0.6	0.51	20.47	19.03	-0.17	-0.23	-0.06
Psco_964	3	TZ	45	1	74	1	0.443640133	0.073782155	297	371	0.763	0.78	22.23	23.79	-0.09	-0.08	0.01
Psco_972	3	TZ	54	0	98	0	0	0	285	383	0.639	0.595	20.93	21.1	-0.15	-0.17	-0.02
Psco_980	3	TZ	49	0	98	0	0	0	290	388	0.923	0.813	23.73	23.18	-0.03	-0.07	-0.04
Psco_988	3	TZ	53	0	98	0	0	0	276	374	0.801	0.806	22.57	22.75	-0.07	-0.07	0
Psco_901	3	MZ	36	1	55	1	0.675587234	0.084314357	307	362	0.68	0.431	22.35	20.56	-0.12	-0.28	-0.15
Psco_997	3	TZ	49	0	98	0	0	0	290	388	0.773	0.611	22.57	20.93	-0.08	-0.16	-0.08
Psco_1005	3	TZ	42	1	74	1	0.355061034	0.074232512	300	374	0.781	0.499	22.55	19.67	-0.08	-0.23	-0.15
Psco_917	3	TZ	52	1	83	1	0.617059301	0.075442024	279	362	0.834	1.027	22.81	22.25	-0.06	0.01	0.07
Psco_1013	3	TZ	50	0	98	0	0	0	287	385	0.705	0.738	21.33	20.59	-0.11	-0.1	0.01
Psco_925	3	TZ	44	0	98	0	0	0	288	386	0.733	0.682	22.19	20.78	-0.1	-0.13	-0.03
Psco_1021	3	TZ	42	0	98	1	0.163538997	0.05083925	300	398	0.816	0.555	22.12	20.59	-0.07	-0.19	-0.13
Psco_933	3	TZ	46	1	75	1	0.474849041	0.108743487	275	350	0.768	0.885	22.26	22.47	-0.09	-0.04	0.05
Psco_1029	3	TZ	50	1	62	1	0.539624236	0.081601798	287	349	0.671	0.512	20.6	19.83	-0.13	-0.22	-0.09
Psco_941	3	TZ	45	1	41	1	0.722931063	0.134176162	297	338	0.908	0.944	23.38	23.65	-0.03	-0.02	0.01
Psco_1037	3	TZ	49	0	98	0	0	0	290	388	0.872	0.714	22.6	22.19	-0.04	-0.11	-0.06
Psco_949	3	TZ	54	0	98	1	0.07820932	0.04932931	285	383	0.751	0.628	21.07	21.54	-0.09	-0.15	-0.06
Psco_1045	3	TZ	50	1	44	1	1.024696063	0.124980659	287	331	0.705	0.642	21.77	21.77	-0.11	-0.14	-0.03
Psco_957	3	TZ	42	0	98	1	0.018248941	0.048872076	300	398	0.716	0.594	21.98	20.58	-0.11	-0.17	-0.06
Psco_1053	3	TZ	50	1	74	1	0.38550772	0.117115259	287	361	0.738	0.512	21.37	21.26	-0.1	-0.22	-0.12
Psco_965	3	TZ	54	1	81	1	0.384517803	0.099475687	285	366	0.642	0.458	20.4	21.33	-0.15	-0.26	-0.11
Psco_973	3	TZ	44	0	98	0	0	0	288	386	0.708	0.671	20.59	21.29	-0.11	-0.13	-0.02
Psco_981	3	TZ	49	0	98	0	0	0	290	388	0.686	0.459	20.3	20.75	-0.13	-0.26	-0.13
Psco_989	3	TZ	53	0	98	1	0.3442565	0.09689642	276	374	0.715	0.638	21.37	20.48	-0.11	-0.15	-0.04
Psco_291	1	TZ	16	1	44	1	0.863628962	0.109408703	291	335	1.259	0.825	25.53	22.47	0.07	-0.06	-0.13
Psco_319	1	MZ	3	1	72	1	0.486480538	0.139536299	284	356	0.901	0.616	22.57	20.23	-0.03	-0.16	-0.13
Psco_415	2	MZ	21	1	49	1	0.873750476	0.256829121	218	267	1.089	0.835	24	21.45	0.03	-0.06	-0.09
Psco_320	1	MZ	3	0	98	1	0.119651521	0.01747969	284	382	0.909	0.733	21.95	21.77	-0.03	-0.1	-0.07
Psco_336	1	MZ	3	1	74	1	0.530399865	0.080271694	284	358	1.008	0.681	22.86	21.13	0	-0.13	-0.13
Psco_496	2	MZ	30	0	98	0	0	0	202	300	1.043	0.873	23.56	22.2	0.01	-0.04	-0.06
Psco_592	2	MZ	24	1	62	1	0.417533791	0.070675551	239	301	1.005	0.79	22.96	22.94	0	-0.08	-0.08
Psco_504	2	MZ	30	0	98	0	0	0	202	300	1.083	1.271	23.36	24.05	0.03	0.08	0.05
Psco_600	2	MZ	26	1	68	1	0.605620343	0.084334731	208	276	1.198	0.879	24.08	23.01	0.06	-0.04	-0.1
Psco_512	2	TZ	49	1	78	1	0.325205755	0.075984104	175	253	0.76	0.648	23.23	19.59	-0.09	-0.15	-0.06
Psco_608	2	TZ	49	1	72	1	0.496686629	0.075866219	175	247	0.708	0.452	21.37	19.72	-0.11	-0.27	-0.15
Psco_520	2	MZ	33	1	75	1	0.484411076	0.06884939	189	264	0.953	0.674	23.28	21.43	-0.02	-0.13	-0.11
Psco_616	2	MZ	34	1	58	1	1.227401315	0.269284691	189	247	1.018	0.938	23.98	22.33	0.01	-0.02	-0.03
Psco_528	2	TZ	44	1	77	1	0.482146452	0.055149936	173	250	0.715	0.467	21.69	19.39	-0.11	-0.26	-0.15
Psco_624	2	TZ	42	1	40	1	0.691187343	0.170542786	185	225	0.603	0.445	20.19	18.53	-0.17	-0.28	-0.11
Psco_536	2	MZ	31	1	64	1	0.4878763	0.056950492	199	263	1.064	0.673	24.6	20.86	0.02	-0.13	-0.15
Psco_632	2	MZ	36	0	98	0	0	0	192	290	1.267	0.934	27.28	25.82	0.07	-0.02	-0.09
Psco_544	2	MZ	40	1	68	1	0.51009052	0.060359936	202	270	1.045	0.877	23.59	22.17	0.01	-0.04	-0.06
Psco_640	2	MZ	26	1	85	1	0.41887491	0.086406265	208	293	1.249	0.9	25.85	23.72	0.07	-0.03	-0.1
Psco_552	2	MZ	25	0	98	0	0	0	208	306	1.094	0.964	22.65	24.28	0.03	-0.01	-0.04
Psco_648	2	TZ	49	1	56	1	0.539398021	0.066581385	175	231	0.734	0.55	21.3	19.1	-0.1	-0.2	-0.1
Psco_560	2	MZ	26	1	67	1	0.505993593	0.033921726	208	275	1.238	1.184	23.58	22.95	0.07	0.05	-0.01
Psco_656	2	TZ	45	1	65	1	0.428462631	0.104507561	182	247	0.669	0.475	19.52	17.79	-0.14	-0.26	-0.12
Psco_568	2	TZ	53	1	70	1	0.42606773	0.131530976	161	231	0.506	0.399	18.57	17.4	-0.23	-0.32	-0.09
Psco_664	2	TZ	53	0	98	1	0.170199163	0.042672773	161	259	0.573	1.132	20.25	19.22	-0.19	0.04	0.23
Psco_576	2	MZ	39	0	98	1	0.326425035	0.106720453	206	304	1.06	0.817	24.45	23.76	0.02	-0.06	-0.08
Psco_672	2	MZ	28	1	62	1	0.552410023	0.12369849	242	304	1.223	0.889	24.67	23	0.06	-0.04	-0.1
Psco_584	2	TZ	54	0	98	0	0	0	170	268	0.598	0.733	20.81	20.43	-0.17	-0.1	0.07
Psco_680	2	TZ	45	1	77	1	0.458951245	0.101812925	182	259	0.729	0.481	19.86	20.18	-0.11	-0.24	-0.14
Psco_688	2	TZ	44	1	54	1	0.928814845	0.216597825	173	227	0.676	0.515	22.52	19.02	-0.13	-0.23	-0.1
Psco_797	3	MZ	39	0	98	0	0	0	321	419	1.04	1.087	24.42	24.56	0.01	0.03	0.01
Psco_696	2	TZ	44	1	45	1	0.555551814	0.092800703	173	218	0.536	0.376	19.99	19.17	-0.21	-0.33	-0.12
Psco_805	3	MZ	33	1	63	1	0.51266581	0.152357646	304	367	1.021	0.755	25.59	22.29	0.01	-0.09	-0.1
Psco_704	2	TZ	50	1	48	1	0.236652282	0.146287769	172	220	0.582	0.383	19.74	18.28	-0.18	-0.33	-0.15
Psco_813	3	MZ	25	0	98	0	0	0	323	421	1.202	0.938	25.05	23.32	0.06	-0.02	-0.08
Psco_712	2	MZ	33	1	83	1	0.324497624	0.094840469	189	272	0.964	0.68	21.6	22.29	-0.01	-0.12	-0.11
Psco_821	3	MZ	39	0	98	0	0	0	321	419	0.934	0.818	24.64	22.66	-0.02	-0.06	-0.04
Psco_720	2	TZ	42	1	62	1	0.800724385	0.203167802	185	247	0.651	0.419	20.05	19.04	-0.14	-0.3	-0.15
Psco_829	3	MZ	33	0	98	0	0	0	304	402	1.244	0.865	25	24.06	0.07	-0.05	-0.11
Psco_837	3	MZ	39	1	78	1	0.67290027	0.107005214	321	399	1.193	0.803	26.3	23.91	0.05	-0.07	-0.12
